job_id,source_job_id,knowledge_name,score,irrelevant
JT0093,93,法律学、政治学,2.646,0
JT0093,93,通信技術,1.231,0
JT0093,93,コミュニケーションとメディア,1.723,0
JT0094,94,ビジネスと経営,1,0
JT0094,94,事務処理,1.889,0
JT0094,94,経済学・会計学,1.074,0
JT0094,94,販売・マーケティング,1.074,0
JT0094,94,顧客サービス・対人サービス,2.037,0
JT0094,94,人事労務管理,1,0
JT0094,94,輸送,0.704,0
JT0094,94,生産・加工,0.481,0
JT0094,94,農業・畜産業,0.778,0
JT0094,94,工学,1.148,0
JT0094,94,コンピュータと電子工学,1.222,0
JT0094,94,設計,0.963,0
JT0094,94,建築・建設,0.519,0
JT0094,94,機械,0.519,0
JT0094,94,数学,2.481,0
JT0094,94,物理学,3.074,0
JT0094,94,化学,1.481,0
JT0094,94,生物学,1.481,0
JT0094,94,心理学,0.926,0
JT0094,94,社会学,1.111,0
JT0094,94,地理学,3.111,0
JT0094,94,医学・歯学,0.519,0
JT0094,94,セラピーとカウンセリング,0.333,1
JT0094,94,教育訓練,0.926,0
JT0094,94,日本語の語彙・文法,1.963,0
JT0094,94,外国語の語彙・文法,1.259,0
JT0094,94,芸術,0.481,0
JT0094,94,歴史学・考古学,0.741,0
JT0094,94,哲学・宗教学,0.333,1
JT0094,94,公衆安全・危機管理,1.667,0
JT0094,94,法律学、政治学,0.704,0
JT0094,94,通信技術,1.63,0
JT0094,94,コミュニケーションとメディア,1.963,0
JT0095,95,ビジネスと経営,0.759,0
JT0095,95,事務処理,1.556,0
JT0095,95,経済学・会計学,0.519,0
JT0095,95,販売・マーケティング,0.463,0
JT0095,95,顧客サービス・対人サービス,1.426,0
JT0095,95,人事労務管理,0.741,0
JT0095,95,輸送,0.222,1
JT0095,95,生産・加工,0.315,1
JT0095,95,農業・畜産業,0.13,1
JT0095,95,工学,0.796,0
JT0095,95,コンピュータと電子工学,0.63,0
JT0095,95,設計,0.667,0
JT0095,95,建築・建設,1.556,0
JT0095,95,機械,1.611,0
JT0095,95,数学,0.833,0
JT0095,95,物理学,0.722,0
JT0095,95,化学,0.815,0
JT0095,95,生物学,0.5,0
JT0095,95,心理学,0.796,0
JT0095,95,社会学,0.796,0
JT0095,95,地理学,0.333,1
JT0095,95,医学・歯学,0.278,1
JT0095,95,セラピーとカウンセリング,0.315,1
JT0095,95,教育訓練,0.778,0
JT0095,95,日本語の語彙・文法,1,0
JT0095,95,外国語の語彙・文法,0.426,0
JT0095,95,芸術,0.148,1
JT0095,95,歴史学・考古学,0.167,1
JT0095,95,哲学・宗教学,0.204,1
JT0095,95,公衆安全・危機管理,1.185,0
JT0095,95,法律学、政治学,0.722,0
JT0095,95,通信技術,0.889,0
JT0095,95,コミュニケーションとメディア,0.926,0
JT0096,96,ビジネスと経営,0.4,1
JT0096,96,事務処理,1.1,0
JT0096,96,経済学・会計学,0.325,1
JT0096,96,販売・マーケティング,0.45,0
JT0096,96,顧客サービス・対人サービス,1.6,0
JT0096,96,人事労務管理,0.475,0
JT0096,96,輸送,0.45,0
JT0096,96,生産・加工,0.3,1
JT0096,96,農業・畜産業,0.275,1
JT0096,96,工学,0.375,1
JT0096,96,コンピュータと電子工学,0.35,1
JT0096,96,設計,0.375,1
JT0096,96,建築・建設,0.325,1
JT0096,96,機械,0.45,1
JT0096,96,数学,0.375,1
JT0096,96,物理学,0.3,1
JT0096,96,化学,0.275,1
JT0096,96,生物学,0.275,1
JT0096,96,心理学,0.675,0
JT0096,96,社会学,0.675,0
JT0096,96,地理学,0.375,1
JT0096,96,医学・歯学,0.3,1
JT0096,96,セラピーとカウンセリング,0.425,0
JT0096,96,教育訓練,0.7,0
JT0096,96,日本語の語彙・文法,0.85,0
JT0096,96,外国語の語彙・文法,0.475,0
JT0096,96,芸術,0.325,1
JT0096,96,歴史学・考古学,0.325,1
JT0096,96,哲学・宗教学,0.325,1
JT0096,96,公衆安全・危機管理,1,0
JT0096,96,法律学、政治学,0.55,0
JT0096,96,通信技術,0.475,0
JT0096,96,コミュニケーションとメディア,0.55,0
JT0097,97,ビジネスと経営,0.211,1
JT0097,97,事務処理,0.228,1
JT0097,97,経済学・会計学,0.105,1
JT0097,97,販売・マーケティング,0.105,1
JT0097,97,顧客サービス・対人サービス,1.018,0
JT0097,97,人事労務管理,0.298,1
JT0097,97,輸送,0.035,1
JT0097,97,生産・加工,0.053,1
JT0097,97,農業・畜産業,0.035,1
JT0097,97,工学,0.123,1
JT0097,97,コンピュータと電子工学,0.018,1
JT0097,97,設計,0.053,1
JT0097,97,建築・建設,0.263,1
JT0097,97,機械,0.193,1
JT0097,97,数学,0.123,1
JT0097,97,物理学,0.035,1
JT0097,97,化学,0.228,1
JT0097,97,生物学,0.088,1
JT0097,97,心理学,0.228,1
JT0097,97,社会学,0.193,1
JT0097,97,地理学,0.035,1
JT0097,97,医学・歯学,0.175,1
JT0097,97,セラピーとカウンセリング,0.105,1
JT0097,97,教育訓練,0.333,1
JT0097,97,日本語の語彙・文法,0.281,1
JT0097,97,外国語の語彙・文法,0.053,1
JT0097,97,芸術,0,1
JT0097,97,歴史学・考古学,0,1
JT0097,97,哲学・宗教学,0.035,1
JT0097,97,公衆安全・危機管理,0.456,1
JT0097,97,法律学、政治学,0.088,1
JT0097,97,通信技術,0.07,1
JT0097,97,コミュニケーションとメディア,0.211,1
JT0098,98,ビジネスと経営,0.8,0
JT0098,98,事務処理,0.833,0
JT0098,98,経済学・会計学,0.6,0
JT0098,98,販売・マーケティング,0.367,1
JT0098,98,顧客サービス・対人サービス,0.867,0
JT0098,98,人事労務管理,0.633,0
JT0098,98,輸送,1.467,0
JT0098,98,生産・加工,1.067,0
JT0098,98,農業・畜産業,0.133,1
JT0098,98,工学,1,0
JT0098,98,コンピュータと電子工学,0.933,0
JT0098,98,設計,0.8,0
JT0098,98,建築・建設,0.367,1
JT0098,98,機械,1.467,0
JT0098,98,数学,0.767,0
JT0098,98,物理学,0.767,0
JT0098,98,化学,0.767,0
JT0098,98,生物学,0.167,1
JT0098,98,心理学,0.533,0
JT0098,98,社会学,0.567,0
JT0098,98,地理学,0.233,1
JT0098,98,医学・歯学,0.233,1
JT0098,98,セラピーとカウンセリング,0.433,1
JT0098,98,教育訓練,0.933,0
JT0098,98,日本語の語彙・文法,0.367,1
JT0098,98,外国語の語彙・文法,0.3,1
JT0098,98,芸術,0.133,1
JT0098,98,歴史学・考古学,0.067,1
JT0098,98,哲学・宗教学,0.067,1
JT0098,98,公衆安全・危機管理,0.933,0
JT0098,98,法律学、政治学,0.467,1
JT0098,98,通信技術,0.733,0
JT0098,98,コミュニケーションとメディア,0.667,0
JT0099,99,ビジネスと経営,2.135,0
JT0099,99,事務処理,1.692,0
JT0099,99,経済学・会計学,1.846,0
JT0099,99,販売・マーケティング,2.519,0
JT0099,99,顧客サービス・対人サービス,3.135,0
JT0099,99,人事労務管理,2.135,0
JT0099,99,輸送,0.846,0
JT0099,99,生産・加工,2.481,0
JT0099,99,農業・畜産業,2.038,0
JT0099,99,工学,0.923,0
JT0099,99,コンピュータと電子工学,0.635,0
JT0099,99,設計,0.615,0
JT0099,99,建築・建設,0.481,0
JT0099,99,機械,0.654,0
JT0099,99,数学,1.25,0
JT0099,99,物理学,0.808,0
JT0099,99,化学,1.231,0
JT0099,99,生物学,1,0
JT0099,99,心理学,1.615,0
JT0099,99,社会学,1.519,0
JT0099,99,地理学,0.904,0
JT0099,99,医学・歯学,0.885,0
JT0099,99,セラピーとカウンセリング,0.769,0
JT0099,99,教育訓練,1.288,0
JT0099,99,日本語の語彙・文法,1.442,0
JT0099,99,外国語の語彙・文法,1.423,0
JT0099,99,芸術,1.558,0
JT0099,99,歴史学・考古学,0.981,0
JT0099,99,哲学・宗教学,0.942,0
JT0099,99,公衆安全・危機管理,1.635,0
JT0099,99,法律学、政治学,1.038,0
JT0099,99,通信技術,0.635,0
JT0099,99,コミュニケーションとメディア,1.635,0
JT0100,100,ビジネスと経営,1.306,0
JT0100,100,事務処理,1.224,0
JT0100,100,経済学・会計学,1.265,0
JT0100,100,販売・マーケティング,2.041,0
JT0100,100,顧客サービス・対人サービス,2.755,0
JT0100,100,人事労務管理,1.531,0
JT0100,100,輸送,0.755,0
JT0100,100,生産・加工,2.224,0
JT0100,100,農業・畜産業,1.469,0
JT0100,100,工学,0.449,1
JT0100,100,コンピュータと電子工学,0.327,1
JT0100,100,設計,0.367,1
JT0100,100,建築・建設,0.327,1
JT0100,100,機械,0.306,1
JT0100,100,数学,1.041,0
JT0100,100,物理学,0.633,0
JT0100,100,化学,1.041,0
JT0100,100,生物学,0.857,0
JT0100,100,心理学,1.327,0
JT0100,100,社会学,1.286,0
JT0100,100,地理学,0.51,1
JT0100,100,医学・歯学,0.796,0
JT0100,100,セラピーとカウンセリング,0.653,0
JT0100,100,教育訓練,1.082,0
JT0100,100,日本語の語彙・文法,1.49,0
JT0100,100,外国語の語彙・文法,1.122,0
JT0100,100,芸術,1.204,0
JT0100,100,歴史学・考古学,0.898,0
JT0100,100,哲学・宗教学,0.776,0
JT0100,100,公衆安全・危機管理,1.082,0
JT0100,100,法律学、政治学,0.837,0
JT0100,100,通信技術,0.367,1
JT0100,100,コミュニケーションとメディア,1.061,0
JT0101,101,ビジネスと経営,1.535,0
JT0101,101,事務処理,1.256,0
JT0101,101,経済学・会計学,1.372,0
JT0101,101,販売・マーケティング,1.791,0
JT0101,101,顧客サービス・対人サービス,2.837,0
JT0101,101,人事労務管理,1.488,0
JT0101,101,輸送,0.86,0
JT0101,101,生産・加工,2.279,0
JT0101,101,農業・畜産業,1.209,0
JT0101,101,工学,0.744,0
JT0101,101,コンピュータと電子工学,0.814,0
JT0101,101,設計,0.628,0
JT0101,101,建築・建設,0.628,0
JT0101,101,機械,0.767,0
JT0101,101,数学,1.116,0
JT0101,101,物理学,0.651,0
JT0101,101,化学,0.86,0
JT0101,101,生物学,1,0
JT0101,101,心理学,1.302,0
JT0101,101,社会学,1.349,0
JT0101,101,地理学,0.953,0
JT0101,101,医学・歯学,0.628,0
JT0101,101,セラピーとカウンセリング,0.628,0
JT0101,101,教育訓練,1.186,0
JT0101,101,日本語の語彙・文法,1.372,0
JT0101,101,外国語の語彙・文法,1.047,0
JT0101,101,芸術,0.93,0
JT0101,101,歴史学・考古学,0.791,0
JT0101,101,哲学・宗教学,0.651,0
JT0101,101,公衆安全・危機管理,1.163,0
JT0101,101,法律学、政治学,0.791,0
JT0101,101,通信技術,0.721,0
JT0101,101,コミュニケーションとメディア,1.419,0
JT0102,102,ビジネスと経営,1.264,0
JT0102,102,事務処理,1.264,0
JT0102,102,経済学・会計学,1.189,0
JT0102,102,販売・マーケティング,1.811,0
JT0102,102,顧客サービス・対人サービス,2.642,0
JT0102,102,人事労務管理,1.358,0
JT0102,102,輸送,0.717,0
JT0102,102,生産・加工,1.547,0
JT0102,102,農業・畜産業,0.962,0
JT0102,102,工学,0.585,0
JT0102,102,コンピュータと電子工学,0.509,0
JT0102,102,設計,0.283,1
JT0102,102,建築・建設,0.226,1
JT0102,102,機械,0.377,0
JT0102,102,数学,0.642,0
JT0102,102,物理学,0.245,1
JT0102,102,化学,0.358,1
JT0102,102,生物学,0.34,0
JT0102,102,心理学,0.811,0
JT0102,102,社会学,0.925,0
JT0102,102,地理学,0.321,1
JT0102,102,医学・歯学,0.434,0
JT0102,102,セラピーとカウンセリング,0.358,1
JT0102,102,教育訓練,0.83,0
JT0102,102,日本語の語彙・文法,0.849,0
JT0102,102,外国語の語彙・文法,0.547,0
JT0102,102,芸術,0.302,1
JT0102,102,歴史学・考古学,0.283,1
JT0102,102,哲学・宗教学,0.226,1
JT0102,102,公衆安全・危機管理,0.849,0
JT0102,102,法律学、政治学,0.547,0
JT0102,102,通信技術,0.415,0
JT0102,102,コミュニケーションとメディア,0.887,0
JT0103,103,ビジネスと経営,1.405,0
JT0103,103,事務処理,0.952,0
JT0103,103,経済学・会計学,1.262,0
JT0103,103,販売・マーケティング,1.857,0
JT0103,103,顧客サービス・対人サービス,2.667,0
JT0103,103,人事労務管理,1.381,0
JT0103,103,輸送,0.69,0
JT0103,103,生産・加工,1.976,0
JT0103,103,農業・畜産業,1.119,0
JT0103,103,工学,0.429,0
JT0103,103,コンピュータと電子工学,0.357,0
JT0103,103,設計,0.286,1
JT0103,103,建築・建設,0.19,1
JT0103,103,機械,0.357,1
JT0103,103,数学,0.452,1
JT0103,103,物理学,0.333,1
JT0103,103,化学,0.476,0
JT0103,103,生物学,0.357,0
JT0103,103,心理学,0.762,0
JT0103,103,社会学,0.762,0
JT0103,103,地理学,0.357,1
JT0103,103,医学・歯学,0.333,1
JT0103,103,セラピーとカウンセリング,0.31,1
JT0103,103,教育訓練,0.667,0
JT0103,103,日本語の語彙・文法,0.738,0
JT0103,103,外国語の語彙・文法,0.905,0
JT0103,103,芸術,0.738,0
JT0103,103,歴史学・考古学,0.476,0
JT0103,103,哲学・宗教学,0.333,1
JT0103,103,公衆安全・危機管理,0.833,0
JT0103,103,法律学、政治学,0.571,0
JT0103,103,通信技術,0.429,0
JT0103,103,コミュニケーションとメディア,0.905,0
JT0104,104,ビジネスと経営,2.405,0
JT0104,104,事務処理,1.865,0
JT0104,104,経済学・会計学,1.514,0
JT0104,104,販売・マーケティング,2.676,0
JT0104,104,顧客サービス・対人サービス,3.486,0
JT0104,104,人事労務管理,2.324,0
JT0104,104,輸送,0.892,0
JT0104,104,生産・加工,2.351,0
JT0104,104,農業・畜産業,0.649,0
JT0104,104,工学,0.514,0
JT0104,104,コンピュータと電子工学,0.514,0
JT0104,104,設計,0.486,0
JT0104,104,建築・建設,0.324,0
JT0104,104,機械,0.541,0
JT0104,104,数学,0.73,0
JT0104,104,物理学,0.405,0
JT0104,104,化学,0.514,0
JT0104,104,生物学,0.459,0
JT0104,104,心理学,1.459,0
JT0104,104,社会学,1.351,0
JT0104,104,地理学,0.486,0
JT0104,104,医学・歯学,0.486,0
JT0104,104,セラピーとカウンセリング,0.757,0
JT0104,104,教育訓練,1.568,0
JT0104,104,日本語の語彙・文法,1.378,0
JT0104,104,外国語の語彙・文法,1.216,0
JT0104,104,芸術,0.405,1
JT0104,104,歴史学・考古学,0.243,1
JT0104,104,哲学・宗教学,0.189,1
JT0104,104,公衆安全・危機管理,0.784,0
JT0104,104,法律学、政治学,0.595,0
JT0104,104,通信技術,0.378,1
JT0104,104,コミュニケーションとメディア,1.27,0
JT0105,105,ビジネスと経営,1.022,0
JT0105,105,事務処理,0.935,0
JT0105,105,経済学・会計学,0.891,0
JT0105,105,販売・マーケティング,1.935,0
JT0105,105,顧客サービス・対人サービス,2.652,0
JT0105,105,人事労務管理,0.87,0
JT0105,105,輸送,0.522,1
JT0105,105,生産・加工,0.957,0
JT0105,105,農業・畜産業,0.5,1
JT0105,105,工学,0.326,1
JT0105,105,コンピュータと電子工学,0.348,1
JT0105,105,設計,0.261,1
JT0105,105,建築・建設,0.217,1
JT0105,105,機械,0.261,1
JT0105,105,数学,0.435,1
JT0105,105,物理学,0.304,1
JT0105,105,化学,0.37,1
JT0105,105,生物学,0.326,1
JT0105,105,心理学,1.217,0
JT0105,105,社会学,1,0
JT0105,105,地理学,0.413,1
JT0105,105,医学・歯学,0.261,1
JT0105,105,セラピーとカウンセリング,0.37,1
JT0105,105,教育訓練,0.609,1
JT0105,105,日本語の語彙・文法,1.043,0
JT0105,105,外国語の語彙・文法,0.804,0
JT0105,105,芸術,0.391,1
JT0105,105,歴史学・考古学,0.239,1
JT0105,105,哲学・宗教学,0.261,1
JT0105,105,公衆安全・危機管理,0.565,1
JT0105,105,法律学、政治学,0.261,1
JT0105,105,通信技術,0.304,1
JT0105,105,コミュニケーションとメディア,1.043,0
JT0106,106,ビジネスと経営,2.364,0
JT0106,106,事務処理,1.955,0
JT0106,106,経済学・会計学,1.833,0
JT0106,106,販売・マーケティング,3.015,0
JT0106,106,顧客サービス・対人サービス,3.788,0
JT0106,106,人事労務管理,2.106,0
JT0106,106,輸送,1.515,0
JT0106,106,生産・加工,1.803,0
JT0106,106,農業・畜産業,1.909,0
JT0106,106,工学,1.152,0
JT0106,106,コンピュータと電子工学,0.909,0
JT0106,106,設計,0.773,0
JT0106,106,建築・建設,0.924,0
JT0106,106,機械,0.742,0
JT0106,106,数学,1.242,0
JT0106,106,物理学,1.015,0
JT0106,106,化学,1.333,0
JT0106,106,生物学,1.364,0
JT0106,106,心理学,2.197,0
JT0106,106,社会学,2.045,0
JT0106,106,地理学,2.106,0
JT0106,106,医学・歯学,1.121,0
JT0106,106,セラピーとカウンセリング,0.955,0
JT0106,106,教育訓練,1.636,0
JT0106,106,日本語の語彙・文法,2.303,0
JT0106,106,外国語の語彙・文法,2.379,0
JT0106,106,芸術,1.848,0
JT0106,106,歴史学・考古学,1.697,0
JT0106,106,哲学・宗教学,1.455,0
JT0106,106,公衆安全・危機管理,1.833,0
JT0106,106,法律学、政治学,1.439,0
JT0106,106,通信技術,1,0
JT0106,106,コミュニケーションとメディア,2.152,0
JT0107,107,ビジネスと経営,1.446,0
JT0107,107,事務処理,1.054,0
JT0107,107,経済学・会計学,1.196,0
JT0107,107,販売・マーケティング,1.768,0
JT0107,107,顧客サービス・対人サービス,3.161,0
JT0107,107,人事労務管理,1.161,0
JT0107,107,輸送,0.268,1
JT0107,107,生産・加工,0.839,0
JT0107,107,農業・畜産業,0.232,1
JT0107,107,工学,0.25,1
JT0107,107,コンピュータと電子工学,0.304,1
JT0107,107,設計,0.161,1
JT0107,107,建築・建設,0.232,1
JT0107,107,機械,0.179,1
JT0107,107,数学,0.804,0
JT0107,107,物理学,0.268,1
JT0107,107,化学,0.321,1
JT0107,107,生物学,0.286,1
JT0107,107,心理学,1.661,0
JT0107,107,社会学,1.393,0
JT0107,107,地理学,0.429,1
JT0107,107,医学・歯学,0.196,1
JT0107,107,セラピーとカウンセリング,0.661,0
JT0107,107,教育訓練,0.429,1
JT0107,107,日本語の語彙・文法,1.482,0
JT0107,107,外国語の語彙・文法,1,0
JT0107,107,芸術,0.911,0
JT0107,107,歴史学・考古学,0.518,0
JT0107,107,哲学・宗教学,0.571,0
JT0107,107,公衆安全・危機管理,0.696,0
JT0107,107,法律学、政治学,0.571,0
JT0107,107,通信技術,0.089,1
JT0107,107,コミュニケーションとメディア,1.214,0
JT0108,108,ビジネスと経営,1.021,0
JT0108,108,事務処理,0.813,0
JT0108,108,経済学・会計学,0.729,0
JT0108,108,販売・マーケティング,1.25,0
JT0108,108,顧客サービス・対人サービス,2.438,0
JT0108,108,人事労務管理,0.938,0
JT0108,108,輸送,0.521,0
JT0108,108,生産・加工,1.146,0
JT0108,108,農業・畜産業,0.646,0
JT0108,108,工学,0.396,1
JT0108,108,コンピュータと電子工学,0.354,1
JT0108,108,設計,0.313,1
JT0108,108,建築・建設,0.292,1
JT0108,108,機械,0.396,1
JT0108,108,数学,0.563,0
JT0108,108,物理学,0.417,1
JT0108,108,化学,0.5,1
JT0108,108,生物学,0.396,1
JT0108,108,心理学,0.75,0
JT0108,108,社会学,0.917,0
JT0108,108,地理学,0.521,1
JT0108,108,医学・歯学,0.333,1
JT0108,108,セラピーとカウンセリング,0.313,1
JT0108,108,教育訓練,0.75,0
JT0108,108,日本語の語彙・文法,1.083,0
JT0108,108,外国語の語彙・文法,0.604,0
JT0108,108,芸術,0.438,1
JT0108,108,歴史学・考古学,0.438,1
JT0108,108,哲学・宗教学,0.458,1
JT0108,108,公衆安全・危機管理,0.813,0
JT0108,108,法律学、政治学,0.375,1
JT0108,108,通信技術,0.292,1
JT0108,108,コミュニケーションとメディア,0.604,0
JT0109,109,ビジネスと経営,1.256,0
JT0109,109,事務処理,2.186,0
JT0109,109,経済学・会計学,1.209,0
JT0109,109,販売・マーケティング,2.372,0
JT0109,109,顧客サービス・対人サービス,3.512,0
JT0109,109,人事労務管理,1.163,0
JT0109,109,輸送,1.209,0
JT0109,109,生産・加工,0.628,0
JT0109,109,農業・畜産業,0.302,0
JT0109,109,工学,0.349,0
JT0109,109,コンピュータと電子工学,0.605,0
JT0109,109,設計,0.256,0
JT0109,109,建築・建設,0.233,1
JT0109,109,機械,0.302,0
JT0109,109,数学,0.651,0
JT0109,109,物理学,0.233,1
JT0109,109,化学,0.186,1
JT0109,109,生物学,0.186,1
JT0109,109,心理学,1.256,0
JT0109,109,社会学,1.07,0
JT0109,109,地理学,1.419,0
JT0109,109,医学・歯学,0.302,1
JT0109,109,セラピーとカウンセリング,0.605,0
JT0109,109,教育訓練,0.953,0
JT0109,109,日本語の語彙・文法,1.721,0
JT0109,109,外国語の語彙・文法,1.558,0
JT0109,109,芸術,0.767,0
JT0109,109,歴史学・考古学,1.186,0
JT0109,109,哲学・宗教学,0.767,0
JT0109,109,公衆安全・危機管理,0.977,0
JT0109,109,法律学、政治学,0.86,0
JT0109,109,通信技術,0.535,0
JT0109,109,コミュニケーションとメディア,1.233,0
JT0110,110,ビジネスと経営,0.886,0
JT0110,110,事務処理,1.636,0
JT0110,110,経済学・会計学,0.909,0
JT0110,110,販売・マーケティング,1.568,0
JT0110,110,顧客サービス・対人サービス,3.159,0
JT0110,110,人事労務管理,0.886,0
JT0110,110,輸送,1.568,0
JT0110,110,生産・加工,0.545,0
JT0110,110,農業・畜産業,0.318,1
JT0110,110,工学,0.295,1
JT0110,110,コンピュータと電子工学,0.682,0
JT0110,110,設計,0.341,0
JT0110,110,建築・建設,0.386,0
JT0110,110,機械,0.295,1
JT0110,110,数学,0.5,0
JT0110,110,物理学,0.409,1
JT0110,110,化学,0.386,1
JT0110,110,生物学,0.409,1
JT0110,110,心理学,1.386,0
JT0110,110,社会学,1.386,0
JT0110,110,地理学,1.545,0
JT0110,110,医学・歯学,0.591,0
JT0110,110,セラピーとカウンセリング,0.705,0
JT0110,110,教育訓練,0.977,0
JT0110,110,日本語の語彙・文法,2.182,0
JT0110,110,外国語の語彙・文法,2.477,0
JT0110,110,芸術,1.318,0
JT0110,110,歴史学・考古学,1.886,0
JT0110,110,哲学・宗教学,1.045,0
JT0110,110,公衆安全・危機管理,1.523,0
JT0110,110,法律学、政治学,1.023,0
JT0110,110,通信技術,0.659,0
JT0110,110,コミュニケーションとメディア,1.75,0
JT0111,111,ビジネスと経営,1.088,0
JT0111,111,事務処理,1.176,0
JT0111,111,経済学・会計学,0.765,0
JT0111,111,販売・マーケティング,1,0
JT0111,111,顧客サービス・対人サービス,2.588,0
JT0111,111,人事労務管理,0.882,0
JT0111,111,輸送,1.471,0
JT0111,111,生産・加工,0.735,0
JT0111,111,農業・畜産業,0.706,0
JT0111,111,工学,0.706,0
JT0111,111,コンピュータと電子工学,0.735,0
JT0111,111,設計,0.618,0
JT0111,111,建築・建設,0.735,0
JT0111,111,機械,0.647,0
JT0111,111,数学,0.588,0
JT0111,111,物理学,0.559,0
JT0111,111,化学,0.471,0
JT0111,111,生物学,0.559,0
JT0111,111,心理学,1.441,0
JT0111,111,社会学,1.529,0
JT0111,111,地理学,1.912,0
JT0111,111,医学・歯学,0.735,0
JT0111,111,セラピーとカウンセリング,1,0
JT0111,111,教育訓練,1.235,0
JT0111,111,日本語の語彙・文法,2.265,0
JT0111,111,外国語の語彙・文法,1.294,0
JT0111,111,芸術,1.441,0
JT0111,111,歴史学・考古学,2.412,0
JT0111,111,哲学・宗教学,1.5,0
JT0111,111,公衆安全・危機管理,1.382,0
JT0111,111,法律学、政治学,1.147,0
JT0111,111,通信技術,0.676,0
JT0111,111,コミュニケーションとメディア,1.618,0
JT0112,112,ビジネスと経営,0.92,0
JT0112,112,事務処理,1.06,0
JT0112,112,経済学・会計学,0.7,0
JT0112,112,販売・マーケティング,1.36,0
JT0112,112,顧客サービス・対人サービス,3.1,0
JT0112,112,人事労務管理,1.12,0
JT0112,112,輸送,0.3,1
JT0112,112,生産・加工,0.28,1
JT0112,112,農業・畜産業,0.18,1
JT0112,112,工学,0.26,1
JT0112,112,コンピュータと電子工学,0.26,1
JT0112,112,設計,0.24,1
JT0112,112,建築・建設,0.26,1
JT0112,112,機械,0.6,0
JT0112,112,数学,0.4,1
JT0112,112,物理学,0.22,1
JT0112,112,化学,0.16,1
JT0112,112,生物学,0.14,1
JT0112,112,心理学,0.86,0
JT0112,112,社会学,0.88,0
JT0112,112,地理学,0.28,1
JT0112,112,医学・歯学,0.16,1
JT0112,112,セラピーとカウンセリング,0.16,1
JT0112,112,教育訓練,0.78,0
JT0112,112,日本語の語彙・文法,1.3,0
JT0112,112,外国語の語彙・文法,1.14,0
JT0112,112,芸術,0.54,1
JT0112,112,歴史学・考古学,0.24,1
JT0112,112,哲学・宗教学,0.16,1
JT0112,112,公衆安全・危機管理,0.62,0
JT0112,112,法律学、政治学,0.3,1
JT0112,112,通信技術,0.3,1
JT0112,112,コミュニケーションとメディア,1.38,0
JT0113,113,ビジネスと経営,0.347,1
JT0113,113,事務処理,0.388,1
JT0113,113,経済学・会計学,0.286,1
JT0113,113,販売・マーケティング,0.592,0
JT0113,113,顧客サービス・対人サービス,2.592,0
JT0113,113,人事労務管理,0.388,1
JT0113,113,輸送,0.204,1
JT0113,113,生産・加工,0.163,1
JT0113,113,農業・畜産業,0.204,1
JT0113,113,工学,0.184,1
JT0113,113,コンピュータと電子工学,0.163,1
JT0113,113,設計,0.184,1
JT0113,113,建築・建設,0.163,1
JT0113,113,機械,0.184,1
JT0113,113,数学,0.531,0
JT0113,113,物理学,0.327,1
JT0113,113,化学,0.122,1
JT0113,113,生物学,0.245,1
JT0113,113,心理学,1,0
JT0113,113,社会学,0.837,0
JT0113,113,地理学,0.449,1
JT0113,113,医学・歯学,0.286,1
JT0113,113,セラピーとカウンセリング,0.265,1
JT0113,113,教育訓練,0.551,0
JT0113,113,日本語の語彙・文法,1.122,0
JT0113,113,外国語の語彙・文法,0.612,0
JT0113,113,芸術,0.265,1
JT0113,113,歴史学・考古学,0.367,0
JT0113,113,哲学・宗教学,0.245,1
JT0113,113,公衆安全・危機管理,0.49,0
JT0113,113,法律学、政治学,0.245,1
JT0113,113,通信技術,0.245,1
JT0113,113,コミュニケーションとメディア,0.918,0
JT0114,114,ビジネスと経営,1.552,0
JT0114,114,事務処理,2.015,0
JT0114,114,経済学・会計学,1.358,0
JT0114,114,販売・マーケティング,1.642,0
JT0114,114,顧客サービス・対人サービス,2.97,0
JT0114,114,人事労務管理,1.403,0
JT0114,114,輸送,1.687,0
JT0114,114,生産・加工,0.94,0
JT0114,114,農業・畜産業,0.866,0
JT0114,114,工学,0.866,0
JT0114,114,コンピュータと電子工学,0.94,0
JT0114,114,設計,0.94,0
JT0114,114,建築・建設,0.881,0
JT0114,114,機械,0.836,0
JT0114,114,数学,1.075,0
JT0114,114,物理学,0.91,0
JT0114,114,化学,1,0
JT0114,114,生物学,1,0
JT0114,114,心理学,1.672,0
JT0114,114,社会学,2.03,0
JT0114,114,地理学,2.104,0
JT0114,114,医学・歯学,1.179,0
JT0114,114,セラピーとカウンセリング,1.104,0
JT0114,114,教育訓練,1.164,0
JT0114,114,日本語の語彙・文法,2.746,0
JT0114,114,外国語の語彙・文法,3.746,0
JT0114,114,芸術,2.269,0
JT0114,114,歴史学・考古学,2.806,0
JT0114,114,哲学・宗教学,2.328,0
JT0114,114,公衆安全・危機管理,1.985,0
JT0114,114,法律学、政治学,1.627,0
JT0114,114,通信技術,1.194,0
JT0114,114,コミュニケーションとメディア,1.851,0
JT0115,115,ビジネスと経営,1.741,0
JT0115,115,事務処理,1.333,0
JT0115,115,経済学・会計学,1.463,0
JT0115,115,販売・マーケティング,1.852,0
JT0115,115,顧客サービス・対人サービス,3.759,0
JT0115,115,人事労務管理,1.407,0
JT0115,115,輸送,0.222,1
JT0115,115,生産・加工,0.315,1
JT0115,115,農業・畜産業,0.185,1
